date,Red & White Cabbage,Romaine,Kale,Baby Spinach,Wholemeal Wrap,Spinach Wrap,Tortilla Wrap,Tomato Wrap,Cauliflower Rice,Quinoa,Pea Sprouts,Pomelo,Radish Pickles,Mixed Seeds,Sesame Seeds,Furikake,Crushed Peanuts,Cucumber Pickles,Lime Wedge,Jalapeno,Fresh Herbs,Grated Eggs,Tofu,Raisins,Mandarin Orange,Green Apple,Grapes,Croutons,Soba Noodles,Roasted Pumpkins,Potato,Black Beans,Chickpeas,Edamame,Broccoli,Sweet Corn,French Beans,Olives,Red Onions,Cherry Tomatoes,Capsicum,Cucumbers,Carrot,Beetroot,Sous-vide Chicken,Sous-vide Salmon,Super Protein Patty,Thai Asparagus,Toasted Almonds,Walnuts,Bacon Bits,Roasted Lemongrass Chicken,Tandoori Chicken,Roasted Chicken,Seared Tuna,Smoked Salmon,Grilled Halloumi Cheese,Feta,Parmesan,Cheddar,Soft Boiled Eggs,Whole Eggs,Veggie Patty,Falafel,Grilled Tofu,Avocado,Roasted Brussel Sprouts,Warm Baked Mushrooms,Arabian Spiced Vinaigrette,Indian Spiced Yoghurt,Japanese Miso,Korean Chilli Vinaigrette,Sesame Lime,Thai Turmeric,Wasabi Honey Soy,Balsamic Vinagrette,Basil Pesto,Cashew Mint,Classic Caesar,Honey Dijon,Lemon & Oil,Mixed Berries Vinaigrette,Olive Oil,Salt & Pepper,Smoked Pimento,Smoky Ranch,Tabbasco Sauce
2015-07-21,87,60,43,19,20,21,75,19,56,78,84,89,103,49,93,35,38,100,41,38,41,75,27,73,75,51,33,86,82,42,54,46,81,21,58,94,26,88,49,27,19,33,57,21,92,59,23,60,26,71,84,89,103,49,93,35,38,100,41,38,41,75,27,73,75,38,100,41,38,41,75,27,73,75,51,33,86,82,42,54,46,81,21,58,94,26,88
2015-07-22,66,57,38,22,31,32,59,22,47,80,87,92,92,76,86,18,42,86,53,61,33,69,34,71,86,47,21,93,72,41,76,48,75,32,76,82,31,90,45,30,16,48,71,32,102,59,21,56,27,65,87,92,92,76,86,18,42,86,53,61,33,69,34,71,86,42,86,53,61,33,69,34,71,86,47,21,93,72,41,76,48,75,32,76,82,31,90
2015-07-23,98,44,41,26,19,26,72,26,66,99,84,72,86,75,106,37,38,100,48,56,58,95,26,78,85,60,28,102,75,40,76,50,72,26,64,108,29,103,41,35,19,38,54,25,85,69,29,51,30,75,84,72,86,75,106,37,38,100,48,56,58,95,26,78,85,38,100,48,56,58,95,26,78,85,60,28,102,75,40,76,50,72,26,64,108,29,103
2015-07-24,91,68,53,26,24,32,77,26,75,89,113,87,118,74,94,30,40,102,47,47,53,101,45,77,101,53,26,94,76,49,68,51,71,32,78,90,32,90,59,40,22,36,61,39,104,73,16,69,38,66,113,87,118,74,94,30,40,102,47,47,53,101,45,77,101,40,102,47,47,53,101,45,77,101,53,26,94,76,49,68,51,71,32,78,90,32,90
2015-07-25,101,72,53,25,24,35,74,25,64,93,78,98,106,85,108,41,46,116,50,65,55,96,40,108,90,58,30,126,103,46,75,54,76,35,79,104,41,118,64,36,29,45,60,46,96,81,32,68,31,86,78,98,106,85,108,41,46,116,50,65,55,96,40,108,90,46,116,50,65,55,96,40,108,90,58,30,126,103,46,75,54,76,35,79,104,41,118
2015-07-26,102,65,57,29,27,43,85,29,60,96,83,104,124,85,127,43,36,116,53,63,42,101,43,90,123,63,33,128,100,62,76,61,109,43,75,88,37,129,54,30,31,54,76,39,125,89,26,66,43,99,83,104,124,85,127,43,36,116,53,63,42,101,43,90,123,36,116,53,63,42,101,43,90,123,63,33,128,100,62,76,61,109,43,75,88,37,129
2015-07-27,52,47,23,14,20,24,52,14,38,70,64,53,75,48,79,27,26,73,41,40,29,73,30,59,68,39,19,77,69,47,55,29,58,24,53,64,28,66,37,31,13,26,54,18,82,58,18,54,20,56,64,53,75,48,79,27,26,73,41,40,29,73,30,59,68,26,73,41,40,29,73,30,59,68,39,19,77,69,47,55,29,58,24,53,64,28,66
2015-07-28,79,67,49,30,10,23,69,30,54,67,81,83,84,65,80,24,47,80,47,51,44,90,28,67,64,43,21,102,61,52,63,49,76,23,82,82,27,78,54,30,28,36,57,27,87,54,29,50,30,72,81,83,84,65,80,24,47,80,47,51,44,90,28,67,64,47,80,47,51,44,90,28,67,64,43,21,102,61,52,63,49,76,23,82,82,27,78
2015-07-29,94,53,38,29,22,29,61,29,65,83,85,79,100,68,89,27,42,94,34,54,46,87,34,78,81,41,20,89,75,42,59,48,75,29,79,82,38,93,36,38,16,27,56,27,74,83,27,51,37,63,85,79,100,68,89,27,42,94,34,54,46,87,34,78,81,42,94,34,54,46,87,34,78,81,41,20,89,75,42,59,48,75,29,79,82,38,93
2015-07-30,80,78,36,30,20,30,63,30,59,82,83,78,90,65,116,40,36,86,31,47,52,94,39,87,94,69,30,111,100,39,73,48,78,30,77,94,33,89,44,41,24,49,65,28,94,74,23,56,33,77,83,78,90,65,116,40,36,86,31,47,52,94,39,87,94,36,86,31,47,52,94,39,87,94,69,30,111,100,39,73,48,78,30,77,94,33,89
2015-07-31,82,80,42,27,24,32,75,27,59,91,90,87,113,83,119,32,53,94,54,62,55,107,26,72,103,54,22,118,90,56,64,53,101,32,78,101,38,87,45,36,22,52,60,34,107,71,23,69,49,83,90,87,113,83,119,32,53,94,54,62,55,107,26,72,103,53,94,54,62,55,107,26,72,103,54,22,118,90,56,64,53,101,32,78,101,38,87
2015-08-01,89,64,41,21,23,31,67,21,69,87,97,74,85,82,105,27,43,126,43,49,44,70,31,92,101,53,22,90,85,53,77,64,85,31,69,80,40,83,45,40,25,40,44,29,89,60,31,57,28,76,97,74,85,82,105,27,43,126,43,49,44,70,31,92,101,43,126,43,49,44,70,31,92,101,53,22,90,85,53,77,64,85,31,69,80,40,83
2015-08-02,94,82,35,24,13,35,72,24,54,78,94,69,111,61,90,29,33,97,68,78,53,113,35,69,101,63,20,115,95,43,81,61,72,35,71,91,44,108,58,41,23,33,50,37,129,84,29,61,45,69,94,69,111,61,90,29,33,97,68,78,53,113,35,69,101,33,97,68,78,53,113,35,69,101,63,20,115,95,43,81,61,72,35,71,91,44,108
2015-08-03,66,44,30,17,16,20,63,17,44,61,47,50,77,52,72,24,19,74,33,44,35,68,27,44,61,34,17,50,57,31,48,35,54,20,62,49,26,57,34,25,22,24,43,16,55,51,17,38,17,31,47,50,77,52,72,24,19,74,33,44,35,68,27,44,61,19,74,33,44,35,68,27,44,61,34,17,50,57,31,48,35,54,20,62,49,26,57
2015-08-04,70,58,31,19,21,23,48,19,52,56,63,68,89,42,87,25,31,76,52,44,40,70,29,58,85,57,20,71,68,42,58,35,71,23,64,69,24,69,41,24,27,30,40,23,83,51,22,42,35,48,63,68,89,42,87,25,31,76,52,44,40,70,29,58,85,31,76,52,44,40,70,29,58,85,57,20,71,68,42,58,35,71,23,64,69,24,69
2015-08-05,77,54,40,27,19,25,57,27,54,65,56,73,82,52,83,28,40,75,32,41,30,84,30,65,72,40,29,74,63,28,43,40,64,25,46,77,24,92,44,33,18,38,42,33,58,53,21,48,34,64,56,73,82,52,83,28,40,75,32,41,30,84,30,65,72,40,75,32,41,30,84,30,65,72,40,29,74,63,28,43,40,64,25,46,77,24,92
2015-08-06,88,65,40,19,19,28,68,19,43,80,68,72,93,60,89,32,33,90,42,44,57,76,25,74,74,61,18,92,62,35,62,42,67,28,65,70,42,87,43,24,27,44,71,37,86,60,20,60,31,59,68,72,93,60,89,32,33,90,42,44,57,76,25,74,74,33,90,42,44,57,76,25,74,74,61,18,92,62,35,62,42,67,28,65,70,42,87
2015-08-07,94,74,42,21,30,25,60,21,50,80,67,60,83,73,90,23,37,103,38,55,47,75,32,73,103,61,28,93,90,32,65,43,82,25,65,90,39,95,43,20,23,36,60,23,73,58,25,45,45,69,67,60,83,73,90,23,37,103,38,55,47,75,32,73,103,37,103,38,55,47,75,32,73,103,61,28,93,90,32,65,43,82,25,65,90,39,95
2015-08-08,92,58,36,19,22,28,67,19,54,100,79,88,102,62,87,27,41,89,50,51,56,105,31,74,93,62,25,101,73,40,71,50,85,28,80,89,38,92,57,47,23,47,59,27,98,72,26,65,36,87,79,88,102,62,87,27,41,89,50,51,56,105,31,74,93,41,89,50,51,56,105,31,74,93,62,25,101,73,40,71,50,85,28,80,89,38,92
2015-08-09,86,69,37,24,24,37,64,24,51,84,100,96,116,66,104,28,42,103,51,55,59,92,32,84,90,60,22,110,96,44,83,47,85,37,88,87,25,91,51,35,33,54,59,46,102,68,24,59,40,95,100,96,116,66,104,28,42,103,51,55,59,92,32,84,90,42,103,51,55,59,92,32,84,90,60,22,110,96,44,83,47,85,37,88,87,25,91
2015-08-10,54,45,28,17,10,24,43,17,52,63,58,45,52,50,66,28,27,76,34,49,32,66,19,57,59,28,18,63,54,26,42,27,56,24,46,60,25,72,32,29,23,44,46,33,65,46,24,52,28,43,58,45,52,50,66,28,27,76,34,49,32,66,19,57,59,27,76,34,49,32,66,19,57,59,28,18,63,54,26,42,27,56,24,46,60,25,72
2015-08-11,78,56,39,19,15,14,58,19,53,70,59,72,78,51,92,20,28,84,36,46,37,59,29,63,77,48,21,81,62,35,61,37,72,14,58,78,28,75,40,23,18,40,41,26,76,55,23,55,32,64,59,72,78,51,92,20,28,84,36,46,37,59,29,63,77,28,84,36,46,37,59,29,63,77,48,21,81,62,35,61,37,72,14,58,78,28,75
2015-08-12,80,59,40,21,22,29,57,21,59,76,63,56,89,59,91,32,40,91,43,44,39,68,21,69,79,48,20,78,70,49,49,31,54,29,55,73,22,85,36,24,24,33,44,32,74,49,22,34,33,71,63,56,89,59,91,32,40,91,43,44,39,68,21,69,79,40,91,43,44,39,68,21,69,79,48,20,78,70,49,49,31,54,29,55,73,22,85
2015-08-13,65,63,34,34,19,29,39,34,54,58,72,71,100,69,84,33,40,101,44,44,37,69,21,71,80,50,25,82,75,43,63,46,80,29,60,72,32,92,45,31,25,36,39,24,78,52,26,39,39,64,72,71,100,69,84,33,40,101,44,44,37,69,21,71,80,40,101,44,44,37,69,21,71,80,50,25,82,75,43,63,46,80,29,60,72,32,92
2015-08-14,74,70,34,16,19,39,54,16,54,94,66,91,77,70,95,29,36,98,40,37,32,86,28,62,88,40,22,105,71,44,71,38,71,39,79,88,43,99,56,31,21,41,41,34,89,63,18,51,38,72,66,91,77,70,95,29,36,98,40,37,32,86,28,62,88,36,98,40,37,32,86,28,62,88,40,22,105,71,44,71,38,71,39,79,88,43,99
2015-08-15,83,67,45,27,24,28,59,27,55,88,90,65,87,70,116,31,47,108,59,48,39,81,31,84,76,50,28,101,86,44,72,45,80,28,71,90,28,94,56,31,25,32,65,36,93,60,21,57,29,79,90,65,87,70,116,31,47,108,59,48,39,81,31,84,76,47,108,59,48,39,81,31,84,76,50,28,101,86,44,72,45,80,28,71,90,28,94
2015-08-16,92,66,47,32,26,30,76,32,69,95,99,88,121,73,97,26,41,99,54,49,33,99,40,68,108,56,27,102,72,57,54,66,102,30,81,92,49,93,46,33,19,49,66,34,89,71,20,57,37,78,99,88,121,73,97,26,41,99,54,49,33,99,40,68,108,41,99,54,49,33,99,40,68,108,56,27,102,72,57,54,66,102,30,81,92,49,93
2015-08-17,59,54,29,26,10,25,54,26,34,75,46,64,89,49,66,23,27,71,35,46,35,69,28,54,60,46,20,73,62,34,46,39,73,25,46,57,26,62,32,25,17,24,43,26,56,48,19,46,30,49,46,64,89,49,66,23,27,71,35,46,35,69,28,54,60,27,71,35,46,35,69,28,54,60,46,20,73,62,34,46,39,73,25,46,57,26,62
2015-08-18,75,50,24,32,22,21,62,32,50,59,55,59,74,61,91,32,33,75,28,40,37,81,22,64,79,49,23,72,64,25,59,24,60,21,62,69,14,64,52,30,23,37,39,30,63,65,21,53,28,69,55,59,74,61,91,32,33,75,28,40,37,81,22,64,79,33,75,28,40,37,81,22,64,79,49,23,72,64,25,59,24,60,21,62,69,14,64
2015-08-19,80,62,33,18,19,23,66,18,40,63,58,73,62,47,87,24,27,68,44,49,37,82,39,66,77,44,23,91,66,42,75,47,58,23,54,78,33,81,42,21,21,33,52,23,80,53,15,47,31,64,58,73,62,47,87,24,27,68,44,49,37,82,39,66,77,27,68,44,49,37,82,39,66,77,44,23,91,66,42,75,47,58,23,54,78,33,81
2015-08-20,88,48,50,13,20,27,60,13,50,88,61,69,80,65,94,26,34,70,47,62,40,87,30,55,85,49,30,84,68,38,60,49,68,27,63,77,34,85,45,30,22,55,55,31,102,50,25,51,34,55,61,69,80,65,94,26,34,70,47,62,40,87,30,55,85,34,70,47,62,40,87,30,55,85,49,30,84,68,38,60,49,68,27,63,77,34,85
2015-08-21,70,76,36,27,23,31,61,27,53,98,87,92,92,58,120,29,30,82,36,47,36,72,32,72,79,59,19,102,87,42,59,61,67,31,75,87,35,108,46,31,29,43,52,35,77,65,19,52,43,55,87,92,92,58,120,29,30,82,36,47,36,72,32,72,79,30,82,36,47,36,72,32,72,79,59,19,102,87,42,59,61,67,31,75,87,35,108
2015-08-22,84,75,45,27,18,26,69,27,60,91,86,76,109,57,120,29,42,83,46,42,55,97,38,86,87,56,25,91,76,47,74,65,85,26,72,99,35,100,68,24,18,54,56,35,86,59,25,71,29,93,86,76,109,57,120,29,42,83,46,42,55,97,38,86,87,42,83,46,42,55,97,38,86,87,56,25,91,76,47,74,65,85,26,72,99,35,100
2015-08-23,100,73,42,30,24,41,68,30,61,84,83,77,106,93,114,19,39,103,53,51,50,120,43,77,101,54,24,108,92,46,83,63,88,41,71,97,49,102,45,30,27,44,54,39,113,59,24,63,40,70,83,77,106,93,114,19,39,103,53,51,50,120,43,77,101,39,103,53,51,50,120,43,77,101,54,24,108,92,46,83,63,88,41,71,97,49,102
2015-08-24,58,46,26,15,17,19,37,15,38,62,63,62,74,57,58,18,29,75,26,42,29,62,21,51,58,40,11,51,64,24,48,41,45,19,58,51,29,51,44,21,19,23,59,23,69,36,20,47,27,35,63,62,74,57,58,18,29,75,26,42,29,62,21,51,58,29,75,26,42,29,62,21,51,58,40,11,51,64,24,48,41,45,19,58,51,29,51
2015-08-25,66,54,37,17,20,31,74,17,54,64,61,60,82,53,84,35,28,78,40,45,33,67,21,58,87,40,21,84,61,42,66,37,48,31,65,76,23,87,32,22,25,34,49,21,76,61,19,45,25,70,61,60,82,53,84,35,28,78,40,45,33,67,21,58,87,28,78,40,45,33,67,21,58,87,40,21,84,61,42,66,37,48,31,65,76,23,87
2015-08-26,81,66,31,16,21,16,52,16,49,89,67,61,92,60,90,17,29,73,35,41,42,77,27,52,84,36,12,84,67,45,54,48,71,16,55,73,29,79,41,31,25,35,52,23,74,59,30,59,29,56,67,61,92,60,90,17,29,73,35,41,42,77,27,52,84,29,73,35,41,42,77,27,52,84,36,12,84,67,45,54,48,71,16,55,73,29,79
2015-08-27,74,68,47,22,23,27,64,22,57,75,64,78,94,66,96,36,33,88,37,60,41,84,38,63,79,61,20,98,72,33,65,44,50,27,61,73,24,78,45,42,21,39,47,31,84,51,26,63,29,66,64,78,94,66,96,36,33,88,37,60,41,84,38,63,79,33,88,37,60,41,84,38,63,79,61,20,98,72,33,65,44,50,27,61,73,24,78
2015-08-28,81,73,41,23,20,23,58,23,54,65,76,79,91,53,91,29,34,90,46,56,51,86,31,68,91,52,22,103,86,40,64,49,77,23,68,76,34,100,55,35,22,47,44,31,81,65,28,65,27,70,76,79,91,53,91,29,34,90,46,56,51,86,31,68,91,34,90,46,56,51,86,31,68,91,52,22,103,86,40,64,49,77,23,68,76,34,100
2015-08-29,84,63,48,23,17,29,84,23,60,74,75,75,88,69,91,23,42,81,50,59,45,91,31,72,84,51,26,124,79,37,63,39,80,29,72,66,40,104,47,40,26,38,59,32,97,56,27,76,42,62,75,75,88,69,91,23,42,81,50,59,45,91,31,72,84,42,81,50,59,45,91,31,72,84,51,26,124,79,37,63,39,80,29,72,66,40,104
2015-08-30,112,66,50,25,26,29,78,25,53,89,70,88,119,75,111,20,46,105,55,72,38,98,36,77,91,67,22,103,83,52,76,53,79,29,81,81,46,99,63,32,38,34,53,37,84,82,27,58,41,93,70,88,119,75,111,20,46,105,55,72,38,98,36,77,91,46,105,55,72,38,98,36,77,91,67,22,103,83,52,76,53,79,29,81,81,46,99
2015-08-31,61,47,40,20,14,26,42,20,41,67,67,57,69,49,65,26,36,72,31,41,37,86,28,47,71,44,23,74,50,40,55,37,64,26,45,77,18,64,38,22,13,26,42,20,62,51,17,43,30,39,67,57,69,49,65,26,36,72,31,41,37,86,28,47,71,36,72,31,41,37,86,28,47,71,44,23,74,50,40,55,37,64,26,45,77,18,64
2015-09-01,56,54,27,18,23,20,48,18,36,73,61,67,75,47,74,23,28,71,30,46,39,81,20,48,73,50,32,101,41,42,51,38,65,20,58,57,29,81,37,28,27,21,58,24,79,59,18,35,27,55,61,67,75,47,74,23,28,71,30,46,39,81,20,48,73,28,71,30,46,39,81,20,48,73,50,32,101,41,42,51,38,65,20,58,57,29,81
2015-09-02,62,55,27,14,15,20,49,14,29,47,60,71,68,46,67,30,33,78,45,47,27,60,20,57,76,37,24,64,76,37,48,31,67,20,60,60,26,82,43,21,25,25,46,33,82,40,17,38,23,61,60,71,68,46,67,30,33,78,45,47,27,60,20,57,76,33,78,45,47,27,60,20,57,76,37,24,64,76,37,48,31,67,20,60,60,26,82
2015-09-03,74,49,33,24,16,25,48,24,64,82,72,80,69,47,94,24,27,73,44,33,38,66,31,69,82,46,19,62,64,42,51,40,67,25,60,86,34,87,40,18,24,36,46,25,94,52,23,32,22,71,72,80,69,47,94,24,27,73,44,33,38,66,31,69,82,27,73,44,33,38,66,31,69,82,46,19,62,64,42,51,40,67,25,60,86,34,87
2015-09-04,82,58,43,20,18,24,54,20,42,78,56,78,89,77,93,39,26,93,52,53,36,64,26,58,80,53,31,84,64,35,65,39,73,24,60,81,33,82,37,31,27,44,44,33,77,86,22,66,39,73,56,78,89,77,93,39,26,93,52,53,36,64,26,58,80,26,93,52,53,36,64,26,58,80,53,31,84,64,35,65,39,73,24,60,81,33,82
2015-09-05,85,65,37,21,22,25,60,21,49,71,67,69,81,66,90,36,25,91,35,64,37,82,32,66,93,52,20,110,79,33,70,54,60,25,65,80,31,95,38,22,23,41,59,28,90,50,21,46,30,64,67,69,81,66,90,36,25,91,35,64,37,82,32,66,93,25,91,35,64,37,82,32,66,93,52,20,110,79,33,70,54,60,25,65,80,31,95
2015-09-06,95,67,35,30,14,36,51,30,72,96,83,86,79,70,96,25,52,115,45,45,32,89,29,69,83,53,15,108,83,48,74,47,71,36,66,85,38,88,48,29,31,49,60,45,103,74,25,52,31,75,83,86,79,70,96,25,52,115,45,45,32,89,29,69,83,52,115,45,45,32,89,29,69,83,53,15,108,83,48,74,47,71,36,66,85,38,88
2015-09-07,57,46,33,16,18,19,36,16,40,63,52,49,65,59,71,19,35,70,30,44,29,56,17,41,55,31,30,66,40,27,44,24,51,19,44,62,26,64,37,20,10,28,37,22,69,47,13,46,14,46,52,49,65,59,71,19,35,70,30,44,29,56,17,41,55,35,70,30,44,29,56,17,41,55,31,30,66,40,27,44,24,51,19,44,62,26,64
2015-09-08,83,37,36,16,11,19,51,16,43,63,70,64,75,39,82,20,30,72,30,46,36,70,34,60,75,32,22,75,57,27,51,49,69,19,53,69,25,67,39,29,22,37,44,22,75,49,20,41,21,52,70,64,75,39,82,20,30,72,30,46,36,70,34,60,75,30,72,30,46,36,70,34,60,75,32,22,75,57,27,51,49,69,19,53,69,25,67
2015-09-09,69,44,39,24,14,28,40,24,46,70,81,67,70,57,78,24,25,79,30,37,28,58,31,57,67,39,22,71,65,43,53,38,55,28,60,78,31,66,41,36,19,34,46,22,65,50,21,43,32,62,81,67,70,57,78,24,25,79,30,37,28,58,31,57,67,25,79,30,37,28,58,31,57,67,39,22,71,65,43,53,38,55,28,60,78,31,66
2015-09-10,86,53,43,20,23,23,49,20,41,74,71,63,85,70,98,24,37,70,29,46,40,86,30,69,78,43,20,89,65,39,60,42,72,23,66,80,30,70,31,29,12,37,49,33,68,50,22,39,36,65,71,63,85,70,98,24,37,70,29,46,40,86,30,69,78,37,70,29,46,40,86,30,69,78,43,20,89,65,39,60,42,72,23,66,80,30,70
2015-09-11,75,63,37,25,17,26,60,25,53,66,61,76,65,58,88,33,37,80,37,44,41,91,21,55,86,42,26,83,66,47,71,38,77,26,65,90,23,87,46,18,29,28,62,19,88,58,28,46,36,62,61,76,65,58,88,33,37,80,37,44,41,91,21,55,86,37,80,37,44,41,91,21,55,86,42,26,83,66,47,71,38,77,26,65,90,23,87
2015-09-12,74,74,60,34,22,30,67,34,57,69,62,52,92,59,102,34,39,82,44,54,43,92,34,75,79,50,26,82,80,39,77,48,84,30,56,79,39,85,49,24,22,34,61,30,87,42,28,55,27,81,62,52,92,59,102,34,39,82,44,54,43,92,34,75,79,39,82,44,54,43,92,34,75,79,50,26,82,80,39,77,48,84,30,56,79,39,85
2015-09-13,96,64,47,23,18,32,61,23,56,86,71,101,95,60,83,19,45,92,43,49,33,122,39,54,87,58,29,104,100,40,62,65,86,32,77,89,32,114,41,33,30,43,51,36,91,71,28,60,28,91,71,101,95,60,83,19,45,92,43,49,33,122,39,54,87,45,92,43,49,33,122,39,54,87,58,29,104,100,40,62,65,86,32,77,89,32,114
2015-09-14,59,37,26,16,18,26,36,16,28,63,41,64,43,54,62,21,25,55,26,27,33,64,19,55,51,24,24,62,46,34,38,34,53,26,48,60,27,46,30,16,25,28,39,14,47,48,12,39,23,53,41,64,43,54,62,21,25,55,26,27,33,64,19,55,51,25,55,26,27,33,64,19,55,51,24,24,62,46,34,38,34,53,26,48,60,27,46
2015-09-15,75,42,25,25,13,32,44,25,32,70,63,58,63,57,61,29,24,75,43,39,28,72,32,49,89,33,20,62,73,29,42,42,47,32,69,58,27,52,42,19,14,32,44,28,77,57,15,43,19,58,63,58,63,57,61,29,24,75,43,39,28,72,32,49,89,24,75,43,39,28,72,32,49,89,33,20,62,73,29,42,42,47,32,69,58,27,52
2015-09-16,74,55,36,26,16,21,56,26,42,68,70,72,83,41,89,18,25,75,47,44,32,67,29,69,58,35,17,91,57,37,53,31,57,21,49,80,22,80,38,20,18,39,42,17,62,58,20,34,31,60,70,72,83,41,89,18,25,75,47,44,32,67,29,69,58,25,75,47,44,32,67,29,69,58,35,17,91,57,37,53,31,57,21,49,80,22,80
2015-09-17,61,47,44,25,14,14,56,25,62,62,67,64,69,52,90,26,26,79,35,48,51,82,21,62,70,45,28,77,71,38,61,30,63,14,43,84,25,71,53,23,17,30,55,16,77,57,29,65,30,67,67,64,69,52,90,26,26,79,35,48,51,82,21,62,70,26,79,35,48,51,82,21,62,70,45,28,77,71,38,61,30,63,14,43,84,25,71
2015-09-18,83,68,26,17,14,17,70,17,53,77,69,61,97,48,94,21,27,93,45,45,38,69,31,63,76,47,26,92,75,40,79,42,62,17,64,79,33,76,45,25,20,47,53,22,92,59,16,49,33,66,69,61,97,48,94,21,27,93,45,45,38,69,31,63,76,27,93,45,45,38,69,31,63,76,47,26,92,75,40,79,42,62,17,64,79,33,76
2015-09-19,85,61,38,31,11,27,64,31,50,89,90,79,77,65,95,35,47,98,48,50,42,108,33,67,88,54,13,92,86,43,71,58,79,27,68,90,24,81,47,30,27,42,59,23,96,54,19,49,34,72,90,79,77,65,95,35,47,98,48,50,42,108,33,67,88,47,98,48,50,42,108,33,67,88,54,13,92,86,43,71,58,79,27,68,90,24,81
2015-09-20,83,44,42,27,22,31,54,27,58,86,64,79,96,54,98,27,36,94,45,51,50,97,30,83,85,53,28,93,88,40,60,50,74,31,86,93,30,107,49,34,27,48,65,41,88,64,28,53,34,74,64,79,96,54,98,27,36,94,45,51,50,97,30,83,85,36,94,45,51,50,97,30,83,85,53,28,93,88,40,60,50,74,31,86,93,30,107
2015-09-21,56,43,36,20,12,13,32,20,49,54,58,55,56,46,81,22,36,62,28,42,35,57,10,50,67,34,18,61,59,47,41,42,52,13,41,42,27,59,24,22,22,30,42,26,63,43,15,31,30,62,58,55,56,46,81,22,36,62,28,42,35,57,10,50,67,36,62,28,42,35,57,10,50,67,34,18,61,59,47,41,42,52,13,41,42,27,59
2015-09-22,83,55,36,16,13,19,60,16,60,69,51,63,77,56,71,22,35,70,31,35,36,68,33,50,58,49,17,69,52,37,58,34,43,19,56,71,15,96,39,29,21,42,37,15,59,54,21,52,19,53,51,63,77,56,71,22,35,70,31,35,36,68,33,50,58,35,70,31,35,36,68,33,50,58,49,17,69,52,37,58,34,43,19,56,71,15,96
2015-09-23,60,48,29,20,15,26,40,20,50,70,61,83,80,62,90,24,36,71,31,45,31,69,27,69,73,40,21,73,73,32,41,44,77,26,51,70,30,77,37,20,18,27,42,24,65,53,11,43,29,57,61,83,80,62,90,24,36,71,31,45,31,69,27,69,73,36,71,31,45,31,69,27,69,73,40,21,73,73,32,41,44,77,26,51,70,30,77
2015-09-24,71,50,37,29,14,28,63,29,48,66,68,58,89,66,79,30,37,79,49,46,45,87,36,54,84,43,22,80,64,37,59,38,69,28,63,67,26,62,29,27,24,38,56,39,83,51,10,48,21,69,68,58,89,66,79,30,37,79,49,46,45,87,36,54,84,37,79,49,46,45,87,36,54,84,43,22,80,64,37,59,38,69,28,63,67,26,62
2015-09-25,60,50,43,13,20,27,57,13,55,76,57,74,70,55,72,25,42,79,47,52,45,71,32,64,75,44,15,93,81,36,39,42,71,27,71,75,26,72,45,28,16,35,46,36,71,59,20,46,31,78,57,74,70,55,72,25,42,79,47,52,45,71,32,64,75,42,79,47,52,45,71,32,64,75,44,15,93,81,36,39,42,71,27,71,75,26,72
2015-09-26,78,68,43,23,24,29,77,23,52,74,100,81,94,57,108,34,38,77,53,52,49,89,19,77,88,39,24,102,64,34,58,43,73,29,61,77,29,75,47,23,19,48,53,30,92,64,17,59,23,72,100,81,94,57,108,34,38,77,53,52,49,89,19,77,88,38,77,53,52,49,89,19,77,88,39,24,102,64,34,58,43,73,29,61,77,29,75
2015-09-27,85,67,55,16,26,28,53,16,58,69,71,76,85,70,108,33,44,112,46,54,56,111,24,81,99,35,26,83,87,36,67,42,86,28,67,83,33,85,53,45,15,32,60,35,94,61,22,43,43,84,71,76,85,70,108,33,44,112,46,54,56,111,24,81,99,44,112,46,54,56,111,24,81,99,35,26,83,87,36,67,42,86,28,67,83,33,85
2015-09-28,58,46,27,25,17,11,45,25,36,47,54,50,73,46,67,26,27,71,34,27,33,60,26,59,56,34,21,47,51,31,48,39,44,11,60,59,23,53,42,19,10,40,42,26,76,45,17,35,27,49,54,50,73,46,67,26,27,71,34,27,33,60,26,59,56,27,71,34,27,33,60,26,59,56,34,21,47,51,31,48,39,44,11,60,59,23,53
2015-09-29,76,51,39,17,15,24,55,17,40,72,59,46,73,52,81,27,21,73,36,42,34,71,24,67,65,35,13,75,59,31,51,41,64,24,64,76,23,48,39,24,19,27,34,30,83,44,22,43,27,66,59,46,73,52,81,27,21,73,36,42,34,71,24,67,65,21,73,36,42,34,71,24,67,65,35,13,75,59,31,51,41,64,24,64,76,23,48
2015-09-30,58,64,33,19,16,20,54,19,35,62,72,67,85,55,71,15,24,72,30,32,45,62,22,68,69,55,18,82,59,36,75,32,63,20,57,70,16,85,43,19,17,43,48,18,82,47,23,40,27,60,72,67,85,55,71,15,24,72,30,32,45,62,22,68,69,24,72,30,32,45,62,22,68,69,55,18,82,59,36,75,32,63,20,57,70,16,85
2015-10-01,62,47,26,21,12,21,61,21,50,55,72,60,76,43,79,22,33,66,22,43,27,70,22,53,70,53,24,81,71,44,71,34,54,21,54,72,24,79,38,28,14,37,39,28,63,48,26,49,25,55,72,60,76,43,79,22,33,66,22,43,27,70,22,53,70,33,66,22,43,27,70,22,53,70,53,24,81,71,44,71,34,54,21,54,72,24,79
